"actor","co_actors"
"Richard Pickren","62"
"Quinn O'Hara","62"
"Michael Rudder","62"
"Michael Legros","62"
"Jodi Carlisle","62"
"Lance William Guecia","62"
"Ruka Ram","62"
"Lisa Aliff","62"
"Jean-Louis Roux","62"
"Linda MacEwen","62"
"Mykel Mariette","62"
"Margi Clarke","62"
"Robyn M. Williams","62"
"John Picorri","62"
"Kathleen B. Scott","62"
"Jeremy Guilbaut","62"
"Reg Evans","62"
"Massimo Girotti","62"
"Jill Rankin","62"
"Joel Myers","62"
"Nadia Rona","62"
"Lionel Ferbos","62"
"Johnny Gimble","62"
"Rob McElhenney","62"
"Julian Christopher","62"
"Paul O'Toole","62"
"Peter Sallis","62"
"Jean Kent","62"
"Marc Poppel","62"
"Mukesh Bishnoi","62"
"Rudy Sena","62"
"Mukhtiar Bhai","62"
"Mikael Johansson","62"
"Mark Bustamante","62"
"Mal White","62"
"Mark Bramhall","62"
"John Marriott","62"
"Rachel Donovan","62"
"Mark Laniel","62"
"Renée Soutendijk","62"
"Jerry Jones","62"
"Jonathan McMurtry","62"
"Mularam Bishnoi","62"
"Peter Halpin","62"
"Martyn S. David","62"
"La Na Shi","62"
"Rick di Biase","62"
"María Isabel Díaz","62"
"Mary Ritts","62"
"Maria Claire","62"
"Kishna Ram","62"
"Miles Purinton","62"
"Justin Bond","62"
"Ken Gampu","62"
"René Blancard","62"
"Rod Sapiensze","62"
"Kevin J. O'Neill","62"
"Keith Ferguson","62"
"JoAnna McCullough","62"
"Michael Winger","62"
"John Coranci","62"
"Lars Green","62"
"Kelly Tonge Hill","62"
"John Pedrick","62"
"Liam O'Toole","62"
"Narender Singh Hada","62"
"Kapil Dubey","62"
"John Garwood","62"
"Lásl Hágó","62"
"Philip G. Ross","62"
"Marques Massengale","62"
"Jules Jardine","62"
"Martin Donlevy","62"
"Kishen Lal","62"
"Margaret Matzenauer","62"
"Ken Knighten","62"
"Ricky Davis","62"
"Joe Loy","62"
"Margo Hara","62"
"Perry Simpson","62"
"Mark Behn","62"
"Jeff Palmateer","62"
"Robert Petkoff","62"
"Penjit Prembudd","62"
"Libby Morris","62"
"Robert Bundy","62"
"Juicy J","62"
"John Fusco","62"
"Peter Faussett","62"
"Kevin McTurk","62"
"Richard Zeman","62"
"Richard Yee","62"
"John McCullough","62"
"Rubén Rojo","62"
"Michelle Thrush","62"
"Peter George Lynn","62"
"Roland Le Saffre","62"
"Laurie Canning","62"
"Ralph Cosham","62"
"Maurice Evans","62"
"Judith Gibson","62"
"Pete Reddy","62"
"Pip Miller","62"
"Marcellina Marshall","62"
"Peggy Beasley","62"
"Miriam Shor","62"
"Jeff Mylett","62"
"Joe Pilkington","62"
"Jeff Teravainen","62"
"Phillip Mackenzie","62"
"Robert Gravel","62"
"John Joseph Gallagher","62"
"Joey Joe Hamlin","62"
"John Patrick Amedori","62"
"Rüdiger Vogler","62"
"Patricia Page Leandersson","62"
"Karl Platen","62"
"Nick Calabrese","62"
"Johnny Braybrook","62"
"Randall Bosley","62"
"Rupa Ram","62"
"Jon Foster","62"
"Michael Easler","62"
"Maurice Seezer","62"
"Kelly Yaegermann","62"
"Jeff Cowan","62"
"Ravi Acharya","62"
"Norman Phillips","62"
"Rita Hayes","62"
"Pat Prest","62"
"Rui Polonah","62"
"Richard Rebiere","62"
"Michelle Philpot","62"
"Mamie Van Doren","62"
"John Nesci","62"
"Kieran Lally","62"
"Max Angervall","62"
"Lonnie Wun","62"
"Raul Apartella","62"
"Ratan Lal Ji","62"
"Jemima Rooper","62"
"Peter Zezel","62"
"Mark Doherty","62"
"Moti Ram","62"
"Michael Sharrett","62"
"Robert Arlinder","62"
"Natalie Krill","62"
"Robin Mossley","62"
"Michael Pennington","62"
"Ram Waratum","62"
"Richard Syms","62"
"Ramesh Bishnoi","62"
"Neil Trineer","62"
"Sid Young","62"
"Sulaleewan Suwanatat","62"
"Todd Grinnell","62"
"Vivian Reis","62"
"Warren Dukes","62"
"Stan Ellsworth","62"
"Sven Van De Ven","62"
"Stephanie Martinez","62"
"Shane Baily","62"
"Starla Benford","62"
"Sebastiani Bianchi","62"
"Thomas Jay Ryan","62"
"Trevor Babers","62"
"Steve Makaj","62"
"Steve Thomas","62"
"Tom Carey","62"
"Vincent Piazza","62"
"Walter Feldbusch","62"
"Steven Angel & Gregory Co...","62"
"Stephen McDaid","62"
"Via Saleaumua","62"
"Steve Torkos","62"
"Wesley Jonathan","62"
"Sunil Chhabra","62"
"Zoltain Buday","62"
"Trudy Mathis","62"
"Sixto Joost","62"
"Shushila Devi","62"
"Tim Salmon","62"
"Susan Ketola","62"
"Sonny Johnson","62"
"Tim Campbell","62"
"Thupten Gyatso","62"
"Steven Solberg","62"
"Sara Klingvall","62"
"Tawny Kitaen","62"
"Virginie Thévenet","62"
"Sriharsh Sharma","62"
"Trinity Stiles","62"
"Steve Trearty","62"
"Susan Wiltrakis","62"
"Vladimír Valenta","62"
"Wallace Wolodarsky","62"
"Terry Barna","62"
"Waris Ahluwalia","62"
"Ted Kairys","62"
"Tom Crawford","62"
"Tuka Ram","62"
"Sean Gilder","62"
"Ryan Kitley","62"
"Veronica Watt","62"
"Ruth Negga","62"
"Senta Berger","62"
"Vincetta Easley","62"
"William Upchurch","62"
"Wong Chung","62"
"Stephan Kraus","62"
"Suraj Kumar","62"
"Willo Hausman","62"
"Suzanne Stewart","62"
"Shava Ram","62"
"Shana Montanez","62"
"Terence Hill","62"
"Sam Schlegel","62"
"Tuantone Kammesri","62"
"Troy Melton","62"
"Travis Fine","62"
"Tsutomu Yamazaki","62"
"William J. Fisher","62"
"Sally Shepherd","62"
"Sally Mansfield","62"
"Sandor Elès","62"
"Tilde Lindgren","62"
"Stella Vaicik","62"
"Seamus Reilly","62"
"Seamus Dever","62"
"Tina Cannon","62"
"Ted Lehmann","62"
"Stanley Ralph Ross","62"
"Tolsty","62"
"Wanja Mues","62"
"Steve Brandes","62"
"Trisha Lee","62"
"Vito Cramarosa","62"
"Zach Wilson","62"
"Shane Brolly","62"
"Sune Myrfalk","62"
"Ulf Anderson","62"
"Walter Rinaldi","62"
"Yvonne Denise Mason","62"
"Yvonne Craig","62"
"Sajjanji Bishnoi","62"
"Snowy Winters","62"
"Stefan Gamlin","62"
"Steve Benson","62"
"Tim Dorsch","62"
"Thomas Louden","62"
"Signe Hasso","62"
"Wade Dominguez","62"
"Surasri Klangsuwan","62"
"Tonie Perensky","62"
"Arnold Moss","62"
"Fulvio Mingozzi","62"
"Bettina Wendt","62"
"Garrett Hohimer","62"
"Garrick Paul Axelrod","62"
"Garth Johnson","62"
"Beverly Hendry","62"
"Fred Fioruni","62"
"Bhanwar Paliwal","62"
"Bhanwar Singh","62"
"Bhavna Narang","62"
"Bhawani Sankar","62"
"Bhawar Lal","62"
"Bhura Ram","62"
"Frederic Cook","62"
"Bianca O'Connor","62"
"Bill Ackridge","62"
"Ben Miller","62"
"Frank Totino","62"
"Gavin Friday","62"
"Bill Jelliffe","62"
"Bella Bruck","62"
"Gene Bolton","62"
"Gene Castle","62"
"Gene Coogan","62"
"Bill McConnell","62"
"Frank Hammond","62"
"Barry Swatik","62"
"Frank Fierro Jr.","62"
"Barry LeBrock","62"
"Barry Gray","62"
"Barry Grant","62"
"Frank Cox","62"
"Frank Cini","62"
"Frank Bongiorno","62"
"George J. Finn","62"
"B.J. Koonce","62"
"Blake Hightower","62"
"Francesca d'Aloja","62"
"Frances Bavier","62"
"Franca Pasut","62"
"Badhri Dave","62"
"Florence Eldridge","62"
"Geraldine Hall","62"
"Aymui Iizuka","62"
"Fiona Clarke","62"
"Bob Todd","62"
"Femi Taylor","62"
"Felicia Atkins","62"
"Gerry Iuliano","62"
"F. Drucilla Brookshire","62"
"Aurelia Petit","62"
"Fafnnette Zetterström","62"
"Danielle Blanchard","62"
"Fabio Sartor","62"
"Atle Fägersten","62"
"Evelina Lundqvist","62"
"Evelina Brinkemo","62"
"Eva Ermenz","62"
"Arun Bishnoi","62"
"Etienne Chicot","62"
"Brendan Wall","62"
"Arthur O'Sullivan","62"
"Errol John","62"
"Gordana Rashovich","62"
"Gordon Tipple","62"
"Erin Gooderham","62"
"Brian Meharry","62"
"Eric Weinthal","62"
"Gray Powell","62"
"Eric Voge","62"
"Greg Bryk","62"
"Eric Nesterenko","62"
"Eric Kolder","62"
"Archie Sampier","62"
"Erich Silva","62"
"Brigitte Catillon","62"
"Archana Puran Singh","62"
"Erica Gavin","62"
"E. Pat Hall","62"
"Anuwat Tiernate","62"
"Greg Salter","62"
"Ena Hartman","62"
"Emmet Lawlor McHugh","62"
"Griffith Brewer","62"
"Gunnar Johansson","62"
"Eminem","62"
"Antonia Campbell-Hughes","62"
"Emily Browning","62"
"J.B. McEown","62"
"Bruno Pullara","62"
"Bryan Ferry","62"
"Elvira Mínguez","62"
"Buddy Douglas","62"
"Bud Stout","62"
"Buramji Ram","62"
"Hallie Golov","62"
"Hal Rand","62"
"Hamilton Mitchell","62"
"Hannah Gordon","62"
"Caitlin Clarke","62"
"Hans Karlsson","62"
"Elisabeth Neumann-Viertel","62"
"Elisabeth Falk","62"
"Elina Salo","62"
"Annie Arbogast","62"
"Cameron Mitchell Jr.","62"
"Candace Kaye Kroslak","62"
"Elaine McLaurin","62"
"Candee Jennings","62"
"Eitarô Ozawa","62"
"Captain G.B. Singh","62"
"Harry Holden","62"
"Carl Anderson (II)","62"
"Harry Spiegel","62"
"Dafydd Havard","62"
"Hazel Dickens","62"
"Anna Brobeck","62"
"Carlotta Garcia","62"
"Helena Grant","62"
"Eddy Ocampo","62"
"Angelique Rockas","62"
"Angela Scoular","62"
"Helga Olofsson","62"
"Henry Daniels Jr.","62"
"Caroline Richter","62"
"Andy Moore","62"
"Andy Gribble","62"
"Dustin Dennard","62"
"Duncan Macrae","62"
"Andrew Massey","62"
"Catherine Bray","62"
"Dudley Digges","62"
"Catherine Dunne","62"
"Hilary Thompson","62"
"André Weber","62"
"Hitesh Sindi","62"
"Cecilia Lindquist","62"
"Douglas F. McDaniel","62"
"Cedric Jefferson","62"
"Holt Parker","62"
"Andre Lamal","62"
"Horace Knight","62"
"Dorothy L. Grissom Hardin","62"
"Andreas Galle","62"
"Chance Boyer","62"
"Chanduram Bishnoi","62"
"Howie Long","62"
"Howie McCarrol Jr.","62"
"Howie Young","62"
"Don Wayne Bass","62"
"Andrea Browne","62"
"Charlene McKenna","62"
"Anand Pathe","62"
"Hy Averback","62"
"Don Orlando","62"
"Ian Hawkes","62"
"Donna Goodhand","62"
"Amy Farrington","62"
"Charles Lawler","62"
"Don Dolan","62"
"Amanda Swisten","62"
"Ingvar ??rner","62"
"Charlie Lea","62"
"Donald Guideau","62"
"Charlie Wasley","62"
"Donald Burda","62"
"Irene Worth","62"
"Charu Shankar","62"
"Iris Korn","62"
"Iris Pappas","62"
"Jay Reynolds","62"
"Dinesh Bishnoi","62"
"Ivan Bonar","62"
"Chief Buddy Redbow","62"
"Allie Byrne","62"
"Ivonne Coll","62"
"Jack Berard","62"
"Jack Carpenter","62"
"Diane Stilwell","62"
"Chris Claremont","62"
"Dewey Balfa","62"
"Jackie Kelk","62"
"Chrislyn Austin","62"
"Devert Hickman","62"
"Chris Robertson","62"
"Derek Graf","62"
"Derek Elroy","62"
"Christian Coulson","62"
"Alex Schlegel","62"
"Jay Norris","62"
"Jaclyn Barker","62"
"Aaron Dugger","62"
"Alexis Raben","62"
"Alexis Alexander","62"
"Christopher Cary","62"
"Jacquey Rosati","62"
"Jain Dickson","62"
"Jai Prakash Sharma","62"
"Debra Gillett","62"
"Alexandra Mehrstam","62"
"Christopher Perricelli","62"
"Christopher Robbins","62"
"Christopher Senger","62"
"Deborah Calloway Duke","62"
"James Bigwood","62"
"Alexander Drogemuller","62"
"Chris Wylde","62"
"Dean Gregory","62"
"Aleksander Bednarz","62"
"Davin Kimber","62"
"James ""Fred"" Culclasure","62"
"Ciaran Nolan","62"
"Cindy Legler","62"
"James Gregg","62"
"Alberto J. Arias","62"
"James Mangold","62"
"Albert Fields","62"
"James Neal","62"
"David Paul Needles","62"
"Claude Mansard","62"
"James Ransone","62"
"James Richmond","62"
"David Mauro","62"
"Alan Moloney","62"
"Alan Heyburn","62"
"Claudio Russo","62"
"David John","62"
"David J. MacNeil","62"
"Jamie McAllister","62"
"Cliff Carothers","62"
"Clifton Davis","62"
"Jan Coster","62"
"Clive Riche","62"
"Airen Balen","62"
"David Conrad","62"
"Aimee Eccles","62"
"David Candreva","62"
"Janet Moran","62"
"Colin Rix","62"
"Collin Bernsen","62"
"Collins Pennie","62"
"Collin Wilcox Paxton","62"
"David Alan Basche","62"
"Connie Cezon","62"
"Connor Dunn","62"
"Dave Mezzaros","62"
"Conor McEvoy","62"
"Jarrod Bunch","62"
"Adrian Holmes","62"
"Cotton Mather","62"
"Darlene Lucht","62"
"Darlene Anderson","62"
"Jason Tobin","62"
"Jason Warren","62"
"Adam LeFevre","62"
"Adam Joyce","62"
"Adam Bareham","62"
"Danny Goldberg","62"
"Jay Hanks","62"
"Dan Blocker","62"
"Daniel González","62"
"Cynthia Almeida","62"
"Dalpat Singh","62"
"Dallas Alinder","62"
"Danielle Kohl","62"
"Cyril Raffaelli","62"
"James Whitmore Jr.","61"
"Ernie Johnson","61"
"Abbe Lane","61"
"Andrew Boyer","61"
"Jake Brake","61"
"Cayley Gosnell","61"
"C.C. Smiff","61"
"Jason Laskay","61"
"Charles McLawhorn","61"
"Gonzalo Cunill","61"
"Dick Wilson","61"
"Bertrand Merignac","61"
"Cece Neber","61"
"Hank Rolike","61"
"David Buccella","61"
"Bret McCormick","61"
"Christina Orjalo","61"
"Alvaro Roque","61"
"Brent Smiga","61"
"Florencia Lozano","61"
"Ann Ricketts","61"
"Georgia Potter-Cowie","61"
"David R. Yood","61"
"Bill G. Fite","61"
"Cecil Philips","61"
"Jacob Radford","61"
"Jason King","61"
"Emily Gosnell","61"
"Douglas Garland Nave","61"
"Denis Hecker","61"
"Elvis Jr.","61"
"Chico Renfroe","61"
"Flo di Re","61"
"Andres Herrera","61"
"Brenda Pressley","61"
"George Carleton","61"
"Denis Gilmore","61"
"Brendan Rook","61"
"Dana Smith Croll","61"
"David Whitcomb","61"
"Claudio Masciulli","61"
"Isys McKoy","61"
"Bill Fisher","61"
"Jean Chatel","61"
"Celeste Gosnell","61"
"Fiona Curzon","61"
"E.P. King","61"
"Ettore Martini","61"
"Adam Ant","61"
"Chloe Cremont","61"
"David Banner","61"
"Artur Sala","61"
"Erby Walker","61"
"Efosa Otuomagie","61"
"Ben Homewood","61"
"Benito Martinez","61"
"Ian McCulloch","61"
"Alberto Estrella","61"
"Collin Fagan","61"
"Isa Miranda","61"
"Betty King","61"
"Deon Nuku","61"
"Christopher Eisenmann","61"
"Gregor Hesse","61"
"Jack McDonald","61"
"Betty Chong","61"
"Chad Camileri","61"
"Howard Goorney","61"
"Chintamani Aked","61"
"Christopher D. Amos","61"
"Alicia Leigh Willis","61"
"Danielle Starkey","61"
"Gary McCormack","61"
"Hadley Sandiford","61"
"Eva Darlan","61"
"Howard Houston Jr.","61"
"Gary Benson","61"
"Andrew Waters","61"
"Charles Esmond","61"
"Elizabeth Harrower","61"
"Janis Joplin","61"
"Elizabeth Farley","61"
"Bob Snead","61"
"Edwin H. Cipot","61"
"Gary Love","61"
"Janis McGavin","61"
"Ashley Evans","61"
"Evangelina Elizondo","61"
"Dorothee Grosjean","61"
"Edoardo Ballerini","61"
"Heather Lee Gerdes","61"
"Howard Matthew Johnson","61"
"Doris Packer","61"
"Bob Sweeney","61"
"Jason Burke","61"
"Connie Kissinger","61"
"Emily Joyce","61"
"Fermí Reixach","61"
"Gabriel Millman","61"
"Abe Finkel","61"
"Christophe Schatteman","61"
"Edwin Brown","61"
"Brandon Carroll","61"
"Feng Jun Wei","61"
"Charles Darden","61"
"Bill Allison","61"
"Aquilina Soriano","61"
"Denez Nassif","61"
"Gwen Greenhalgh","61"
"Al Hrobosky","61"
"Corey B. McPherrin","61"
"Bob Wilke","61"
"Aaron Ferguson","61"
"Daryl Dismond","61"
"Edward Walsh","61"
"Brad Sheriff","61"
"Dale Cummings","61"
"Alejandro Patino","61"
"Charles Cousins","61"
"Anna Turner","61"
"Jacques Hilling","61"
"Jan Schultz","61"
"Brad Nessler","61"
"Gerry Skilton","61"
"Dora Romano","61"
"Gene Skillen","61"
"Aurelie Pauker","61"
"Harry von Zell","61"
"Bradley Paterson","61"
"Charles Calvert","61"
"Ge Yan Zhao","61"
"James Lavin","61"
"Ada Marmion","61"
"Charene Cathleen","61"
"Gabriel Trupin","61"
"Al Garrison","61"
"Daniel Franzese","61"
"Daniel Millgram","61"
"J.D. Nicholsen","61"
"David M. Pallone","61"
"Alex Hawkins","61"
"Derek Smee","61"
"Audrey Gosnell","61"
"Charity Reindorp","61"
"Jaoquina Balaunde","61"
"Beata Sonczuk-Ben Ammar","61"
"Christopher Armstrong","61"
"Hal Marshall","61"
"Faco Hanela","61"
"Hugh Warden","61"
"Anna Maria Pier Angeli","61"
"Albert Pérez","61"
"Dinah Lacy","61"
"Fabian Choe","61"
"David Varriale","61"
"Andi Chapman","61"
"Fabian Dean","61"
"David Vallon","61"
"George Chung","61"
"Emily Richard","61"
"Claire Hallam","61"
"Anthony Ruiz","61"
"Brinda Andrews","61"
"Eric Fesais","61"
"Guo Xue Liang","61"
"Heather Coleman","61"
"Haylee Wanstall","61"
"Eric Flynn","61"
"Cassandra Ward-Freeman","61"
"Allene Simmons","61"
"Carlos Reig-Plaza","61"
"James Andelin","61"
"Jan Cortes","61"
"Edward Aldag","61"
"Anna Gelman","61"
"James Kim","61"
"Alan Tang Kwong-Wing","61"
"Carlos Gramaje","61"
"James Patterson","61"
"Anna Duncan","61"
"Henry J. Rountree","61"
"Anna Diogene","61"
"David Talbolt","61"
"Duncan Smith","61"
"Emilie Chatel","61"
"Burt Metcalfe","61"
"James Cavan","61"
"Bill Smith","61"
"Elisa Mainardi","61"
"Becky Pate","61"
"Greg Hohn","61"
"Günther Kaufmann","61"
"Duna Jove","61"
"Barry C. Harvard","61"
"Irene Ng","61"
"Craig Woodward","61"
"Henry Korhonen","61"
"Geoff Williams","61"
"Elisa Bocanegra","61"
"Guillermo Ayesa","61"
"Craig Vincent","61"
"Clearance Giddens","61"
"Amanda Carlin","61"
"Derek Basco","61"
"Billy Unger","61"
"Bridget McConnel","61"
"Ariadna Cabrol","61"
"Carolina Vera","61"
"Adam Keenan","61"
"George Jack Klarman","61"
"Emma Griffiths Malin","61"
"Bruce Lee","61"
"Chris Cruickshanks","61"
"Carolyn Craig","61"
"Dickie Hall","61"
"Emma Piper","61"
"Frank A Miller","61"
"Jaume Montane","61"
"Catherine Boisgontier","61"
"Jay Richardson","61"
"Inigo Jackson","61"
"Bitsy Gorman","61"
"Denyse Alexander","61"
"George McArthur","61"
"Betty Garrett","61"
"Harmon L. Wages","61"
"Francoise Michaud","61"
"Jean-Claude Bercq","61"
"Christian Baskous","61"
"Grayson Stone","61"
"Ingrid Craigie","61"
"Beatriz Yuste","61"
"Carolyn Pickles","61"
"Brian Read","61"
"Bernie Henry","61"
"Blair Johannes","61"
"David Mattey","61"
"Allen Keng","61"
"Alex Rafalowicz","61"
"Eric W. Carlson","61"
"Franck Lefeuvre","61"
"Inez Cooper","61"
"Eddie Bear","61"
"David Jenner","61"
"Bryan Thomas","61"
"Chris Freihofer","61"
"Erika vonTagen","61"
"Bruno Hernandez","61"
"Craig ""DJ Homicide"" Bullo...","61"
"Arlene Tai","61"
"Ann Thomas","61"
"Jayne Morgan","61"
"Emerson Brooks","61"
"Berta Ros","61"
"Deborah Rose","61"
"Emma Randall","61"
"David Cuny","61"
"Driki Van Zyl","61"
"Hiro Arai","61"
"Cristina Sola","61"
"Alan Price","61"
"Brian Jagersky","61"
"David Copeland Goodman","61"
"Dix Davis","61"
"Clarice Taylor","61"
"Cathy Berry","61"
"Christopher McGuire","61"
"Charles ""Stan"" Frazier","61"
"Ada Tai","61"
"Bart De Palma","61"
"Allen Russell","61"
"Alan Rawlins","61"
"James Brough","61"
"Daniel Wallace","61"
"Dick Clark","61"
"Eleanor Stillman","61"
"Arnold Mazer","61"
"Earnie Shavers","61"
"Francesco Quinn","61"
"Francesco Cabras","61"
"Enn Reitel","61"
"Hal Frank","61"
"Gordon Harris","61"
"Albert Chung","61"
"Anne Taylor","61"
"Francesc Albiol","61"
"Henri Ernst","61"
"Jacob Andriolo","61"
"Barbara Bolton","61"
"Charles Phillips","61"
"Francesca Arakelian","61"
"Dirk Hunter","61"
"Ami Foster","61"
"Herbert Deans","61"
"Edith Platten","61"
"Dana Kaminski","61"
"Gaynor Wensley","61"
"Jack Dearlove","61"
"George Stokes","61"
"Derek Hoddman","61"
"Robert Diaz Leroy","61"
"Marilyn Lightstone","61"
"Karin Woodward","61"
"Kong Guo-Jun","61"
"Roger Salvany","61"
"Jim Holmes","61"
"Roddy Piper","61"
"Richard Wenk","61"
"Pascal Silvestre","61"
"Milsey Peter Miles","61"
"Jonathan Emmett","61"
"Michael Gow","61"
"Karis Han","61"
"Nick Charles","61"
"John Buren Solberg","61"
"Karlos Walkes","61"
"Michael Sottile","61"
"Koko Kanealii","61"
"Olivier Follet","61"
"Noel Sheridan","61"
"Johnny Shannon","61"
"Mike Erwin","61"
"Pier Angeli","61"
"Linda Williams","61"
"Mark Hodge","61"
"Marcus J. Pirae","61"
"Poetri","61"
"Peter Wong","61"
"Kameron Louangxay","61"
"Kym Jackson","61"
"Lenny Kravitz","61"
"Natalie Dreyfuss","61"
"Russell Buchanan","61"
"Megan Bennetts","61"
"Jo Ann Castle","61"
"Richard S. Castellano","61"
"Johnny Cha Cha","61"
"Misty Rowe","61"
"Marcus Jean Pirae","61"
"Rob Jenkins","61"
"Oscar Goodman","61"
"Kevin James Barnes","61"
"John Ennis","61"
"Preity Zinta","61"
"Johnny B. Watson Jr.","61"
"John Travis","61"
"Lisa Puddicombe","61"
"Laura Vidal Traver","61"
"Richard Felix","61"
"Renee Dignan","61"
"Pamela Franklin","61"
"Marie Foulquie","61"
"Rikard Wolff","61"
"Matthew Boyle","61"
"Peter Gale","61"
"Pete Van Wieren","61"
"Jenna Stern","61"
"Jess Mal Gibbons","61"
"Nick Reding","61"
"Matilde Tancredi","61"
"Michael Manuel Torres","61"
"J.J. Bostick","61"
"J. Evan Bonifant","61"
"Paul Fauteux","61"
"Robert Knott","61"
"Metz Duites","61"
"Liz Mullane","61"
"Peter Canon","61"
"Robert Koch","61"
"Jon Abel","61"
"Leonardo de la Fuente","61"
"Patrick Garrow","61"
"Rod Serling","61"
"Rafaela Ottiano","61"
"Margarita Franco","61"
"José Torvay","61"
"Peter Mensforth","61"
"Laura Gelman","61"
"Paul Sonkkila","61"
"Patrizia Dizebba","61"
"Lonna Schwab","61"
"Osman Aslan","61"
"Rio Nugara","61"
"Lisa Sheldon Miller","61"
"Maggie Baird","61"
"Justin Palazzo-Orr","61"
"Jeffrey Lambert","61"
"Karla Droege","61"
"Regis Quennesson","61"
"Richard Wagner","61"
"Paula Hamilton","61"
"Mark Rylance","61"
"Nadia Iseppi","61"
"Pascal Ondicolberry","61"
"Margaret Fitzgerald","61"
"Joan Serrats","61"
"Jimmy Campbell","61"
