year,title,count
1976,Silver Streak,1
1964,Strait-Jacket,1
1986,Soul Man,1
1995,Nemesis 2: Nebula,1
1989,Enemies: A Love Story,1
1996,The Ghost and the Darkness,1
2005,Guess Who,1
1949,Under Capricorn,1
1994,The Last Seduction,1
1948,Adventures of Don Juan,1
1999,Whiteboyz,1
1986,Chopping Mall,1
1984,Tightrope,1
1996,Shekvarebuli kulinaris ataserti retsepti,1
1996,Hollow Reed,1
1982,Savannah Smiles,1
1967,The Happiest Millionaire,1
2003,Bom yeoreum gaeul gyeoul geurigo bom,1
1998,Out of Sight,1
1999,The Hurricane,1
1996,Mulholland Falls,1
1989,Cat Chaser,1
1996,Everyone Says I Love You,1
1966,Cast a Giant Shadow,1
1991,Puppet Master II,1
1990,Mountains of the Moon,1
1988,Monkey Shines,1
1978,Se ying diu sau,1
1998,Ever After,1
2000,Les glaneurs et la glaneuse,1
1997,Amistad,1
2001,Artificial Intelligence: AI,1
1980,The Blues Brothers,1
1955,The Court Jester,1
1948,The Big Clock,1
2001,The American Astronaut,1
1949,Sands of Iwo Jima,1
1977,The Turning Point,1
1992,Tetsuo II: Body Hammer,1
2006,I Want Someone to Eat Cheese With,1
2005,Hide and Seek,1
2006,My Super Ex-Girlfriend,1
1986,The Color of Money,1
1989,Old Gringo,1
1997,Oscar and Lucinda,1
1996,The Whole Wide World,1
1988,Things Change,1
1994,That's Entertainment! III,1
2002,Civil Brand,1
1997,Career Girls,1
1995,New Jersey Drive,1
1996,Shall we dansu?,1
1997,Liar Liar,1
1982,Tex,1
2005,Heights,1
1984,Once Upon a Time in America,1
1968,Blackbeard's Ghost,1
1974,The Golden Voyage of Sinbad,1
2005,Broken Flowers,1
2005,Serenity,1
1994,China Moon,1
1955,Blackboard Jungle,1
2004,Shaun of the Dead,1
1990,3 Men and a Little Lady,1
1992,Braindead,1
1991,Little Man Tate,1
1939,Gunga Din,1
1967,The President's Analyst,1
1999,Office Space,1
2006,The Ant Bully,1
2002,Amen.,1
1980,Hangar 18,1
1980,Ordinary People,1
1998,The Newton Boys,1
1997,Conspiracy Theory,1
1980,Shogun Assassin,1
2004,Bridget Jones: The Edge of Reason,1
1983,Max Dugan Returns,1
2006,The Contract,1
1992,"Gas, Food Lodging",1
1988,Track 29,1
1998,In God's Hands,1
2003,Haute tension,1
1998,Fear and Loathing in Las Vegas,1
1940,The Mummy's Hand,1
2007,Sweeney Todd: The Demon Barber of Fleet Street,1
1975,Rancho Deluxe,1
1999,Fight Club,1
1999,Third World Cop,1
1978,Death on the Nile,1
1995,Delta of Venus,1
2008,Christmas on Mars,1
1996,Mission: Impossible,1
1994,When a Man Loves a Woman,1
1966,"Follow Me, Boys!",1
1998,Bulworth,1
1989,Roadkill,1
2006,Crossover,1
1942,The Ghost of Frankenstein,1
2005,Brothers of the Head,1
1995,Two Much,1
1969,Downhill Racer,1
1962,Long Day's Journey Into Night,1
1999,Mystery Men,1
1996,The Portrait of a Lady,1
1989,Dream a Little Dream,1
1999,"""Digimon: Digital Monsters""",1
1997,Gridlock'd,1
1958,Popiól i diament,1
1917,Otets Sergiy,1
1972,The Life and Times of Judge Roy Bean,1
1991,Highlander II: The Quickening,1
1988,Cocoon: The Return,1
2000,Fah talai jone,1
1999,Juyuso seubgyuksageun,1
1986,Absolute Beginners,1
1995,While You Were Sleeping,1
1985,The Color Purple,1
1967,Fathom,1
2009,Star Trek,1
1995,French Kiss,1
1968,Yellow Submarine,1
2004,Garden State,1
2006,Silent Hill,1
2006,Barnyard,1
1997,I Went Down,1
1968,Thunderbird 6,1
2008,Australia,1
1988,Distant Thunder,1
1997,Anaconda,1
1952,The Stooge,1
1983,Danton,1
1944,National Velvet,1
1960,La ciociara,1
1945,House of Dracula,1
1994,Clerks.,1
1978,The Wild Geese,1
2001,Hearts in Atlantis,1
2001,Ghosts of Mars,1
2005,Me and You and Everyone We Know,1
1991,Don't Tell Mom the Babysitter's Dead,1
1997,Twin Town,1
1924,Greed,1
2002,Gomgashtei dar Aragh,1
2008,Step Up 2: The Streets,1
1969,Battle of Britain,1
1977,Neokonchennaya pyesa dlya mekhanicheskogo pianino,1
1999,Nice Guys Sleep Alone,1
2003,How to Get the Man's Foot Outta Your Ass,1
2003,La meglio gioventù,1
2004,5x2,1
1998,"""Rude Awakening""",1
1988,The Accidental Tourist,1
1954,Miyamoto Musashi,1
1932,The Most Dangerous Game,1
1959,Pillow Talk,1
1987,"Hol volt, hol nem volt",1
1991,Other People's Money,1
2004,Mr 3000,1
1991,Barton Fink,1
1973,Live and Let Die,1
1999,Faces of Death: Fact or Fiction?,1
1981,La femme d'à côté,1
1962,Follow That Dream,1
1989,Longtime Companion,1
2007,And When Did You Last See Your Father?,1
1988,Dirty Rotten Scoundrels,1
1975,Du bi quan wang da po xue di zi,1
2006,ATL,1
2003,The League of Extraordinary Gentlemen,1
1979,Escape from Alcatraz,1
1994,Junior,1
1981,Cutter's Way,1
1999,Limbo,1
1980,Foxes,1
1990,Metropolitan,1
2006,The Road to Guantanamo,1
1993,Only the Strong,1
2007,Chapter 27,1
2004,Around the Bend,1
2008,In Bruges,1
2005,Reefer Madness: The Movie Musical,1
1990,La gloire de mon père,1
1988,The Seventh Sign,1
1983,Jaws 3-D,1
2001,Haiku Tunnel,1
1970,The Great White Hope,1
1974,The Groove Tube,1
1986,Legal Eagles,1
1954,Dial M for Murder,1
2007,Surf's Up,1
1937,Stella Dallas,1
1987,Return to Horror High,1
1980,The Sea Wolves,1
1964,Seven Days in May,1
1995,My Family,1
1939,The Wizard of Oz,1
1988,She's Having a Baby,1
1974,Il portiere di notte,1
2006,Waist Deep,1
1985,St. Elmo's Fire,1
1997,Washington Square,1
1995,A Boy Called Hate,1
2007,Hallam Foe,1
2002,Décalage horaire,1
1987,Someone to Watch Over Me,1
1956,"Godzilla, King of the Monsters!",1
1997,Leather Jacket Love Story,1
2006,Beerfest,1
1997,Passion in the Desert,1
1923,Three Ages,1
2006,Accepted,1
1961,The Children's Hour,1
1992,Freejack,1
1962,Le procès,1
1984,The Philadelphia Experiment,1
2001,High Heels and Low Lifes,1
1932,I Am a Fugitive from a Chain Gang,1
2000,Waking the Dead,1
2000,Finding Forrester,1
2002,Max,1
2006,Let's Go to Prison,1
2005,Winter Passing,1
2000,A Rumor of Angels,1
2001,Won't Anybody Listen,1
2008,The Express,1
1998,My Giant,1
1994,Serial Mom,1
2001,No Such Thing,1
2007,99 francs,1
1997,Double Team,1
2002,Unprecedented: The 2000 Presidential Election,1
1987,Masters of the Universe,1
1955,The Big Knife,1
1966,"Il buono, il brutto, il cattivo.",1
1949,On the Town,1
1996,The Frighteners,1
1995,Etz Hadomim Tafus,1
1971,Carnal Knowledge,1
1973,La nuit américaine,1
1994,A Great Day in Harlem,1
2008,Cloverfield,1
2006,The Darwin Awards,1
1963,Le mépris,1
1935,The Littlest Rebel,1
2003,Honey,1
1996,Silent Trigger,1
1991,Kickboxer 2: The Road Back,1
1997,Two Girls and a Guy,1
2002,800 balas,1
1996,A Perfect Candidate,1
2007,Rails & Ties,1
1991,Zandalee,1
1985,Volunteers,1
1966,Georgy Girl,1
1984,Under the Volcano,1
2004,The Life and Death of Peter Sellers,1
1980,Contamination,1
1981,The Funhouse,1
2002,Liberty Stands Still,1
1998,The Adventures of Sebastian Cole,1
2005,Just Friends,1
2004,La mala educación,1
1991,Grand Canyon,1
2008,Hancock,1
1967,The Born Losers,1
2000,Mad About Mambo,1
2005,Sin City,1
1983,Mr. Mom,1
1987,Tin Men,1
1992,Basket Case 3: The Progeny,1
1962,Premature Burial,1
1982,Barbarosa,1
1961,Yôjinbô,1
2003,Dot the I,1
2004,The Village,1
2005,Cry_Wolf,1
1995,Judge Dredd,1
2000,Homicide: The Movie,1
1987,Surf Nazis Must Die,1
1975,The Return of the Pink Panther,1
1983,WarGames,1
2002,Rose Red,1
2002,Brown Sugar,1
1992,Bébé's Kids,1
1998,Jane Austen's Mafia!,1
2007,The Hammer,1
1995,Persuasion,1
2005,Constantine,1
1970,Dodesukaden,1
1998,Just a Little Harmless Sex,1
2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,1
2004,Garfield,1
1992,Como agua para chocolate,1
1996,Secrets & Lies,1
1974,The Great Gatsby,1
2006,Goya's Ghosts,1
1950,Fancy Pants,1
1938,Pygmalion,1
1969,L'armée des ombres,1
2003,La finestra di fronte,1
2005,Coach Carter,1
2001,Le fate ignoranti,1
1942,For Me and My Gal,1
1960,The Entertainer,1
2007,Super High Me,1
1995,Rough Magic,1
1947,Fun & Fancy Free,1
1991,Let Him Have It,1
1997,Poison Ivy: The New Seduction,1
1958,The Revenge of Frankenstein,1
1998,Waking Ned,1
2006,Miss Potter,1
1995,Shu dan long wei,1
2001,Mockingbird Don't Sing,1
1939,The Return of Doctor X,1
1996,Ponette,1
1971,Bananas,1
2008,Futurama: Bender's Game,1
1993,The Pickle,1
1980,Saturn 3,1
1939,Dark Victory,1
1958,The 7th Voyage of Sinbad,1
2003,La fleur du mal,1
2001,Un coupable idéal,1
2002,Once Upon a Time in the Midlands,1
1949,Adam's Rib,1
2008,Die Welle,1
1994,Iron Will,1
1988,Alien from L.A.,1
2005,Doom,1
1987,La Bamba,1
2005,Shopgirl,1
2001,Crazy/Beautiful,1
1975,The Jezebels,1
1997,Hercules,1
1989,Harlem Nights,1
2001,Siu lam juk kau,1
2002,The New Guy,1
1999,Mifunes sidste sang,1
1968,Lebenszeichen,1
2002,Narc,1
1977,MacArthur,1
1995,Circle of Friends,1
1990,Memphis Belle,1
1992,Captain Ron,1
1986,¡Three Amigos!,1
2005,Angel-A,1
1990,Misery,1
1996,Azúcar amarga,1
2002,Food of Love,1
1952,Bend of the River,1
1956,The Mole People,1
1985,Remo Williams: The Adventure Begins,1
1931,Tabu: A Story of the South Seas,1
1957,The Incredible Shrinking Man,1
1999,The Secret Life of Girls,1
1958,Mon oncle,1
1999,Anna and the King,1
2007,Stellet licht,1
2006,Gwoemul,1
1944,The Return of the Vampire,1
1943,Sherlock Holmes and the Secret Weapon,1
2008,Mutant Chronicles,1
1996,Millennium,1
1979,Tess,1
1998,Halloween H20: 20 Years Later,1
1982,TRON,1
2005,The Sisterhood of the Traveling Pants,1
1993,Splitting Heirs,1
1956,Jubal,1
1993,Loaded Weapon 1,1
1983,Educating Rita,1
1999,Luna Papa,1
2001,Behind Enemy Lines,1
1997,Air Force One,1
1982,White Dog,1
1988,Midnight Run,1
1996,Mad Dog Time,1
1985,American Flyers,1
1975,Picnic at Hanging Rock,1
1994,Heisei tanuki gassen pompoko,1
2002,Ash Wednesday,1
1995,Nico Icon,1
1994,Renaissance Man,1
2006,Flyboys,1
2007,Quiet City,1
2004,Dare mo shiranai,1
1999,Superstar,1
1958,The Inn of the Sixth Happiness,1
2003,Jeepers Creepers II,1
2000,Center Stage,1
1985,Mad Max Beyond Thunderdome,1
1946,A Matter of Life and Death,1
1957,Kiss Them for Me,1
1997,Hoodlum,1
1994,No Escape,1
1982,Der Stand der Dinge,1
1995,Under Siege 2: Dark Territory,1
1997,Firelight,1
1953,Beat the Devil,1
1949,The Set-Up,1
2008,Gomorra,1
2008,Mirrors,1
1987,Superman IV: The Quest for Peace,1
2004,In the Realms of the Unreal,1
1997,Mission to Mir,1
2007,Noise,1
1995,Guantanamera,1
1989,All Dogs Go to Heaven,1
1988,Young Einstein,1
1955,Zoku Miyamoto Musashi: Ichijôji no kettô,1
1993,Tai ji: Zhang San Feng,1
1997,Starship Troopers,1
1979,The North Avenue Irregulars,1
1993,The Beverly Hillbillies,1
2006,Facing the Giants,1
1995,Total Eclipse,1
1986,The Clan of the Cave Bear,1
1991,Eve of Destruction,1
1959,Nazarín,1
2003,Kaena: La prophétie,1
1995,Dead Man Walking,1
1979,Hardcore,1
1989,"Sex, Lies, and Videotape",1
1941,The Little Foxes,1
1955,The Dam Busters,1
2000,Billy Elliot,1
2005,Everything Is Illuminated,1
2003,Latter Days,1
2004,Taking Lives,1
1994,Puppet Master 5: The Final Chapter,1
1997,The Designated Mourner,1
1992,Newsies,1
2000,Down to You,1
1977,A Piece of the Action,1
1993,Chao ji ji hua,1
2003,Uptown Girls,1
1969,Mackenna's Gold,1
2006,The Covenant,1
2005,L'iceberg,1
2001,Ma femme est une actrice,1
2001,Go Tigers!,1
1922,"Nosferatu, eine Symphonie des Grauens",1
2001,Iris,1
2007,Bikur Ha-Tizmoret,1
2004,Strange Bedfellows,1
1982,The World According to Garp,1
1984,Electric Dreams,1
1984,Micki + Maude,1
2005,Left Behind: World at War,1
1982,The Secret Policeman's Other Ball,1
2002,Ju-on,1
2002,The Hard Word,1
1992,The Power of One,1
1992,Amityville 1992: It's About Time,1
1948,The Boy with Green Hair,1
2001,Fausto 5.0,1
1971,Valdez Is Coming,1
2009,Terminator Salvation,1
1937,The Hurricane,1
1994,Cabin Boy,1
2006,Inland Empire,1
1994,The Air Up There,1
2005,Partner(s),1
1986,Extremities,1
1968,Histoires extraordinaires,1
1989,Trop belle pour toi,1
2000,All the Pretty Horses,1
2008,The Love Guru,1
1998,Brown's Requiem,1
1995,Devil in a Blue Dress,1
1999,The Dream Catcher,1
2005,Land of the Dead,1
1999,Lost & Found,1
1998,Without Limits,1
2001,Wet Hot American Summer,1
1949,In the Good Old Summertime,1
1996,Edie & Pen,1
2001,Antitrust,1
1982,The Thing,1
2003,Rosenstrasse,1
1998,Savior,1
2004,The Dust Factory,1
1982,Amityville II: The Possession,1
1946,Waga seishun ni kuinashi,1
2003,Te doy mis ojos,1
1927,The Cat and the Canary,1
1994,On Deadly Ground,1
1957,The Unearthly,1
1962,Vivre sa vie: Film en douze tableaux,1
1978,Coming Home,1
1960,The City of the Dead,1
2007,Pride,1
1951,The Man in the White Suit,1
1986,Nothing in Common,1
2001,Birthday Girl,1
2005,Don't Come Knocking,1
1995,A Goofy Movie,1
1923,Our Hospitality,1
1998,Practical Magic,1
1989,Sweetie,1
2006,Lake of Fire,1
1999,Mickey Blue Eyes,1
1956,The Searchers,1
2003,"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor",1
2004,Lightning in a Bottle,1
2002,Gin gwai,1
1995,An Awfully Big Adventure,1
2003,The Snow Walker,1
1940,Christmas in July,1
1998,Shattered Image,1
1992,Bob Roberts,1
2006,Behind the Mask: The Rise of Leslie Vernon,1
1985,The Emerald Forest,1
2006,Last Holiday,1
1992,Scent of a Woman,1
2008,The Haunting of Molly Hartley,1
1995,Maboroshi no hikari,1
1997,The Winter Guest,1
2008,Entre les murs,1
2002,Crackerjack,1
2000,The Crow: Salvation,1
1998,Slums of Beverly Hills,1
1986,My Chauffeur,1
1997,Wilde,1
2000,George Washington,1
1994,S.F.W.,1
1954,Vera Cruz,1
1985,Silverado,1
1956,La mort en ce jardin,1
1985,Bring on the Night,1
1991,Married to It,1
2000,The Debut,1
1989,Do the Right Thing,1
1991,Talent for the Game,1
1990,RoboCop 2,1
2003,Briar Patch,1
1993,Beethoven's 2nd,1
1990,Sien nui yau wan II yan gaan do,1
2002,Nid de guêpes,1
1956,It Conquered the World,1
2004,White Chicks,1
1996,Down Periscope,1
2003,How to Deal,1
2005,Fantastic Four,1
1989,Great Balls of Fire!,1
2000,Abschied - Brechts letzter Sommer,1
2003,Daredevil,1
1984,Stranger Than Paradise,1
1982,My Favorite Year,1
1962,Lonely Are the Brave,1
1953,The Hitch-Hiker,1
1994,Thumbelina,1
2006,Black Snake Moan,1
2002,Dragonfly,1
1981,Private Lessons,1
2001,Kate & Leopold,1
1997,Red Corner,1
1985,Sweet Dreams,1
1992,Love Potion No. 9,1
2007,I Am Legend,1
2007,Shooter,1
1974,The Four Musketeers,1
2002,Showtime,1
1987,The Big Town,1
1948,Key Largo,1
1995,Desert Winds,1
1943,Shadow of a Doubt,1
2007,The Seeker: The Dark Is Rising,1
1998,Billy's Hollywood Screen Kiss,1
2002,P.S. Your Cat Is Dead!,1
1990,Loose Cannons,1
1989,"""Dragon Ball Z""",1
2000,Mission to Mars,1
1969,Ma nuit chez Maud,1
1952,Umberto D.,1
1993,The Piano,1
1985,Out of Africa,1
1995,Outbreak,1
2008,Pineapple Express,1
2008,WALL·E,1
2005,The King,1
2003,How to Lose a Guy in 10 Days,1
2000,You Can Count on Me,1
2003,Reconstruction,1
2002,Love Liza,1
1986,Allan Quatermain and the Lost City of Gold,1
1994,Bandit Queen,1
2001,Riding in Cars with Boys,1
1953,Hondo,1
1999,The Invisible Circus,1
1998,La leggenda del pianista sull'oceano,1
1994,Go Fish,1
1953,"The Beast from 20,000 Fathoms",1
1991,The Fisher King,1
2004,Superbabies: Baby Geniuses 2,1
2007,Good Luck Chuck,1
1968,The Lion in Winter,1
1985,Ginî piggu 2: Chiniku no hana,1
1945,Scarlet Street,1
1994,Silent Fall,1
2003,Party Monster,1
2005,The Wedding Date,1
1934,Of Human Bondage,1
1959,The Tingler,1
2004,Outfoxed: Rupert Murdoch's War on Journalism,1
1941,Citizen Kane,1
2001,The Making of 'Along Came a Spider',1
1986,Police Academy 3: Back in Training,1
1960,Pote tin Kyriaki,1
1989,Field of Dreams,1
1965,Shenandoah,1
1995,Antonia,1
2001,The One,1
1999,Phörpa,1
1985,Ghoulies,1
2007,My Kid Could Paint That,1
1944,Passage to Marseille,1
1993,Indecent Proposal,1
1965,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1
2001,Une hirondelle a fait le printemps,1
1992,Home Alone 2: Lost in New York,1
1993,Arizona Dream,1
1989,Uncle Buck,1
1989,Skin Deep,1
1998,Babe: Pig in the City,1
1969,La voie lactée,1
1969,My Side of the Mountain,1
2001,Escanaba in da Moonlight,1
1990,White Hunter Black Heart,1
1981,Going Ape!,1
1993,Aspen Extreme,1
1970,The Dunwich Horror,1
1999,Fantasia/2000,1
2002,Lilja 4-ever,1
1999,Three to Tango,1
1998,He Got Game,1
2002,Carnages,1
2005,Thank You for Smoking,1
2004,Yûgiô Duel Monsters: Hikari no pyramid,1
2004,Temporada de patos,1
1968,Baisers volés,1
1980,Can't Stop the Music,1
1995,Palookaville,1
1959,Ukigusa,1
2003,Mystic River,1
1992,Glengarry Glen Ross,1
1976,Spanish Fly,1
1991,Oscar,1
1986,Ying hung boon sik,1
1966,Arabesque,1
2008,Easy Virtue,1
1933,Footlight Parade,1
1983,My Tutor,1
1960,Tunes of Glory,1
2008,Doomsday,1
2001,Lagaan: Once Upon a Time in India,1
1987,The Garbage Pail Kids Movie,1
1995,Something to Talk About,1
1986,Class of Nuke 'Em High,1
2005,Family Guy Presents Stewie Griffin: The Untold Story,1
1977,Black Sunday,1
1990,The Comfort of Strangers,1
1943,The More the Merrier,1
2008,Trouble the Water,1
1990,The Spirit of '76,1
2000,Lumumba,1
1994,City Slickers II: The Legend of Curly's Gold,1
2002,Hollywood Ending,1
2003,De zaak Alzheimer,1
1997,Deconstructing Harry,1
1997,Shooting Fish,1
2002,My Brother's Keeper,1
1986,Down by Law,1
1996,Intimate Relations,1
1980,Any Which Way You Can,1
1986,Heartbreak Ridge,1
2001,Das Experiment,1
2001,The Diaries of Vaslav Nijinsky,1
2000,The Flintstones in Viva Rock Vegas,1
1989,Leningrad Cowboys Go America,1
1995,A Modern Affair,1
1994,Only You,1
2008,Beverly Hills Chihuahua,1
2006,Half Nelson,1
1954,The Country Girl,1
1953,Gycklarnas afton,1
2008,Man on Wire,1
1944,House of Frankenstein,1
1987,Family Viewing,1
1987,Creepshow 2,1
1988,Rambo III,1
2006,A Prairie Home Companion,1
2004,Thunderbirds,1
1973,The Sting,1
1971,Two-Lane Blacktop,1
1995,Sonic Outlaws,1
2008,The X Files: I Want to Believe,1
2002,The Dancer Upstairs,1
1943,Lassie Come Home,1
2001,Black Hawk Down,1
1991,Hear My Song,1
2000,Songcatcher,1
1997,Fools Rush In,1
1964,Behold a Pale Horse,1
1957,The Curse of Frankenstein,1
1992,Consenting Adults,1
1933,The Private Life of Henry VIII.,1
1992,Death Becomes Her,1
1987,Hello Mary Lou: Prom Night II,1
1997,Ill Gotten Gains,1
1984,Iceman,1
2001,Dinner with Friends,1
1997,Trekkies,1
2001,Samsara,1
2007,Brick Lane,1
2003,Big Fish,1
1962,All Night Long,1
2000,Dr T and the Women,1
2005,Stealth,1
2002,Changing Lanes,1
1941,49th Parallel,1
2003,Gods and Generals,1
1966,You're a Big Boy Now,1
1995,Now and Then,1
2006,Date Movie,1
2005,Flightplan,1
1958,The Lone Ranger and the Lost City of Gold,1
2002,Todas las azafatas van al cielo,1
2007,Evening,1
1989,Lock Up,1
1995,Hung fan kui,1
1979,Apocalypse Now,1
2001,Gabriela,1
1996,White Squall,1
2004,Banlieue 13,1
2005,A History of Violence,1
1997,The Spanish Prisoner,1
2006,Wordplay,1
2002,Ice Age,1
1979,Penitentiary,1
2005,Danny the Dog,1
1952,Pat and Mike,1
2002,Un couple épatant,1
2005,Duma,1
1987,"Planes, Trains & Automobiles",1
1963,La frusta e il corpo,1
2007,Next,1
1988,Fright Night Part 2,1
1994,Swimming with Sharks,1
1985,Pale Rider,1
1994,Maverick,1
2005,Inside Deep Throat,1
1997,Speed 2: Cruise Control,1
1994,Pulp Fiction,1
2003,De fem benspænd,1
2002,Crazy as Hell,1
2008,The Curious Case of Benjamin Button,1
2006,The Good German,1
1947,13 Rue Madeleine,1
2001,The Navigators,1
2002,Signs,1
2006,Away from Her,1
1981,Galaxy of Terror,1
1994,Cobb,1
2003,Nola,1
1994,Wagons East,1
2008,The Forbidden Kingdom,1
2001,Series 7: The Contenders,1
1998,Jin-Rô,1
1981,Wolfen,1
2004,C.S.A.: The Confederate States of America,1
2001,Amores Possíveis,1
2008,Mad Money,1
1994,Blown Away,1
1961,One-Eyed Jacks,1
2001,Piñero,1
1962,Freud,1
1970,Lo chiamavano Trinità...,1
1975,The Giant Spider Invasion,1
1998,Finding North,1
1963,Billy Liar,1
2004,In Good Company,1
2002,The Tuxedo,1
2000,Company Man,1
1994,Spanking the Monkey,1
1996,Before and After,1
1991,The People Under the Stairs,1
1965,Dr. Terror's House of Horrors,1
1971,Dirty Harry,1
1985,Teen Wolf,1
2002,Chicago,1
1994,Radioland Murders,1
2007,Kickin It Old Skool,1
1976,Noirs et blancs en couleur,1
2001,Hatuna Meuheret,1
1982,The Dark Crystal,1
2003,Malibu's Most Wanted,1
1996,A Very Brady Sequel,1
1983,Videodrome,1
2003,The Life of David Gale,1
1990,Awakenings,1
1967,Thoroughly Modern Millie,1
1972,The Legend of Boggy Creek,1
2000,Keeping the Faith,1
1966,Torn Curtain,1
2000,The Amati Girls,1
1959,Pull My Daisy,1
1980,Brubaker,1
2004,Cellular,1
2006,Click,1
2007,American Gangster,1
2004,Confessions of a Teenage Drama Queen,1
1966,Da zui xia,1
2000,La virgen de los sicarios,1
1990,Le mari de la coiffeuse,1
2003,Akasia,1
1997,Bliss,1
1962,La jetée,1
1961,"One, Two, Three",1
1996,Fled,1
2001,Harry Potter and the Sorcerer's Stone,1
2006,The Dead Girl,1
1957,The Real McCoys,1
2003,Love Don't Cost a Thing,1
1957,Old Yeller,1
2000,Blinkende lygter,1
1992,Damage,1
1989,My Left Foot: The Story of Christy Brown,1
1995,Jumanji,1
1983,Zelig,1
1993,Dragon: The Bruce Lee Story,1
2007,Mister Lonely,1
2002,Equilibrium,1
1998,New Rose Hotel,1
2002,Bollywood/Hollywood,1
1985,A Zed & Two Noughts,1
1997,Swept from the Sea,1
1995,Gumby: The Movie,1
2007,Hostel: Part II,1
1947,Odd Man Out,1
1993,Surf Ninjas,1
1990,Men Don't Leave,1
2000,What's Cooking?,1
1984,2010,1
1988,Krótki film o zabijaniu,1
2004,Breakin' All the Rules,1
1990,Bride of Re-Animator,1
