name,cast_position,count
Chris Brown,15,1
Connor Widdows,44,1
Vojin Cetkovic,3,1
Katarina Choi,65,1
Sebastien Poffet,75,1
Alex Neuberger,4,1
Margot Staub,56,1
Kevin Foley,25,1
Arnaud de Borchgrave,12,1
Magic Schwartz,38,1
Isabel Ampudia,5,1
Vittorio Guerrieri,11,1
"Hezekiah Leroy Gordon ""St...",23,1
Arthur French,28,1
Sandy Nkomo,9,1
Shreyas Talpade,4,1
Len Cariou,1,1
Charles Creasap,8,1
Martin Luther McCoy,5,1
Andy Devine,17,1
Tony Mathews,23,1
Ray Benzino,1,1
Clea DuVall,29,1
Suzanne Snyder,24,1
Stacey Harper,61,1
Arian Waring Ash,17,1
Peter Faber,3,1
Joe Bucaro,10,1
KAN,4,1
Henry Victor,21,1
Dwayne Boyd,9,1
Mary Ellen Trainor,4,1
Effie Ellsler,20,1
James McMurtry,15,1
Bernard Zette,23,1
Maxfield Stanley,51,1
J. Teddy Garces,26,1
Charles Buchinsky,17,1
John Breen,14,1
Yaniv Moyal,9,1
Daniel Mays,11,1
Richard Gant,3,1
Kirk Mouser,32,1
Alyssa Sutherland,21,1
Richard Baque,20,1
Vernetta R. Jenkins,46,1
Ryan McDonald,18,1
Elise Neal,6,1
Jose Maria Negri,11,1
Howard Hickman,29,1
Isaac Hayes,12,1
Kevin L. Phillips,9,1
André Lacoste,12,1
Finn Atkins,6,1
Paul Nicholls,12,1
Dan Sudek,28,1
Lara Shriftman,47,1
Nealla Gordon,46,1
Vibeke Hastrup,11,1
Golde Starger,22,1
Caterina Murino,7,1
Peta Wilson,19,1
Elaine Shepard,35,1
Bonnie Somerville,81,1
Richard Kane,23,1
Joan Sheehy,20,1
Paul Crauchet,12,1
Anita Pallenberg,6,1
Jason Lacayo,119,1
Apollinaire Louis-Philipp...,8,1
Gordon Richards,27,1
Luis Ciges,10,1
Cliff Norton,9,1
Jim Boles,17,1
Yan Birch,9,1
Edward Keane,9,1
Arthur Howard,1,1
Stompie Heyns,89,1
Jeff Enden,47,1
Dario Argento,12,1
Horace McNally,11,1
Will Ferrell,9,1
J.D. Stone,41,1
Larry King,9,1
Kar-Ying Law,7,1
Noel Guglielmi,31,1
Cameron Ur,47,1
Katherine Monick,50,1
Peter Yunker,38,1
Martin Freeman,16,1
Rondo Hatton,22,1
Carolyn Neff,48,1
Trevor Stock,39,1
David Bond,13,1
Jim Turner,8,1
Debbon Ayer,35,1
Alyson Hannigan,1,1
Wil Wheaton,30,1
Mia Maestro,9,1
Sergei Lobsev,17,1
Concha Hidalgo,15,1
Sharlene Martin,37,1
Ray Walker,10,1
Barbara Rafferty,14,1
John Hubbard,4,1
Gordon Hart,24,1
Colin Fox,15,1
Harry Perry,26,1
Alain Martin,34,1
Concha Velasco,1,1
Eric Wilton,30,1
William Roerick,3,1
Rocco Savastano,27,1
Julie T. Wallace,44,1
Ricky Johnson,19,1
Patricia Tallman,8,1
Russi Taylor,13,1
Louis Seeger Crume,20,1
Meg Wyllie,12,1
Caroline Goodall,14,1
Ione Machado,14,1
Michel Goyot,12,1
Nathaniel Kahn,1,1
Thomas Rhett Kee,30,1
Holly,77,1
Richard Montoya,4,1
Phyllida Law,11,1
Frankie Darro,13,1
Dorka Gryllus,5,1
C.B. Hackworth,81,1
Edgar Caldwell,101,1
Noble Johnson,21,1
Ebbe Rode,2,1
Harry Fowler,10,1
George S. Irving,44,1
Red West,48,1
Jean Brochard,5,1
Brendan Lee,94,1
Martin McDougal,24,1
Bebe Louie,22,1
Susan Peretz,9,1
Carol Kane,22,1
Maz Jobrani,26,1
Harold Kasket,19,1
Prosenjit Kundu,73,1
Salem Ait Ali Belkacem,28,1
Lee Strasberg,3,1
David Dupre,28,1
Albert Ruiz,41,1
Paul Rudd,7,1
Jesse L. Martin,4,1
Fabienne Khaldi,63,1
Kevin Thigpen,17,1
Kurek Ashley,14,1
Paul Fassnacht,19,1
Geoff Stults,7,1
Asa Butterfield,1,1
Andrew Francis,1,1
Gian Ganziano,13,1
Michael Landon,53,1
Maeda Jiro,96,1
Bill Williams,19,1
Michelle Monaghan,3,1
Nicholas Joy,24,1
Kimberley Beck,17,1
Lois Thorne,13,1
Gordon Gould,25,1
Hezi Saddik,21,1
Hector Tavares,54,1
Sombat Medhanee,17,1
William B. Johnson,42,1
Wah Yuen,2,1
Nadezda Miranova,68,1
Billy Connelly,35,1
Brooks Benedict,9,1
Rian Gerritsen,49,1
Sherry Narens,26,1
Lori Johnson,36,1
Sara Rue,9,1
Stacy Keach,18,1
Carl M. Smith,28,1
Pat Corley,15,1
Corbet Morris,37,1
Sandra Endo,78,1
??ke Jörnfalk,15,1
Irene Lamb,16,1
Catherine Fitch,45,1
D.J. Mendel,6,1
Maurice Garrel,15,1
Brandon Tully,109,1
Janet Land,25,1
Michael Murphy,42,1
Jerry Wasserman,1,1
Alain Dion,6,1
Tim Considine,11,1
Yukiji Asaoka,2,1
Yuko Daike,7,1
Chris Parnell,9,1
Brendan Fletcher,12,1
Raymond Massey,18,1
Laurent Bariteau,21,1
Anna Hepburn,12,1
Lumsden Hare,10,1
Frank Cordell,35,1
Joe Devlin,23,1
Gabriela Maria Schmeide,2,1
Yonan Orjubin,1,1
Patty Duke,13,1
Capt. Harold G. Schrier U...,21,1
Holmes Osborne,14,1
Rick James,42,1
Carmen Amaya,23,1
Harold Siddons,21,1
Brandon Barton,36,1
N.N. Arski,7,1
Philip Glasser,13,1
Emmanuel Idowu,17,1
Jim Giovanni,44,1
Ahmad Alshamiri,117,1
Alain Cohen,6,1
Corey Johnson,6,1
Hugues Wanner,8,1
Jeff Anderson,5,1
Patrick Fraley,10,1
Jacqueline Piñol,51,1
Philip Selway,69,1
Diana Rigg,5,1
Michal Bat-Sheva Rand,12,1
Nicolas Maury,10,1
Barbara Nedeljakova,5,1
Damian De Montemas,9,1
Charles Cioffi,10,1
William Collier Jr.,24,1
Alexander Morton,14,1
Masataka Iwao,6,1
Guy Wilkerson,35,1
Stephan Dunbar,62,1
Kathryn Sumner,5,1
Steve Coogan,7,1
Marca Price,11,1
Stephen Pearlman,22,1
Debbie Muller,4,1
James Lavin,58,1
Gary Munch,34,1
Gerard Kearney,18,1
Larry Simms,4,1
Susan Hogan,6,1
Karen Young,13,1
Johnathon Schaech,2,1
Sei Ashina,7,1
Rychard Cramer,19,1
Markus Allan,22,1
Wan Chi Keung,8,1
Sylvie Habault,4,1
Ransom M. Sherman,21,1
Tom Schilling,2,1
Travis Schuldt,6,1
Jon Bang Carlsen,13,1
Guy A. Fortt,35,1
Jim Parsons,9,1
Shi Tong Xuan,38,1
Alfred Paix,45,1
Aaron Sterns,7,1
Akira Kubo,4,1
Keith Kupferer,32,1
Frank Collison,26,1
Emmett Vogan,37,1
Daniel Letterle,1,1
Konstantin Khabensky,10,1
Tadanori Yokoo,45,1
Stefanie Drummond,17,1
Robert Lowery,10,1
Monika Donner-Trelinska,6,1
Connie Ray,13,1
Eric Andersen,10,1
Daniel Bryan Corkill,9,1
JD Samson,18,1
Cameron Prud'Homme,9,1
Susannah Cranage,13,1
Nicole DeLecia,84,1
David Acord,12,1
Ashley Gardner,16,1
Karl Lukas,14,1
George Siegmann,49,1
Common,18,1
Beth Cordingly,14,1
Vera Farmiga,4,1
Percy Waram,5,1
Peter Law,11,1
Earl Fleming,36,1
Gert Fröbe,1,1
Mia Tyler,1,1
Ange Billman,11,1
Lemmy Constantine,17,1
Eddie Kaye Thomas,2,1
Carlos Gomez,19,1
Stephen Campbell Moore,2,1
Gibby Haines,6,1
Robert E. O'Connor,7,1
Wang Chih-cheng,28,1
Kellie Flanagan,12,1
Howard Negley,7,1
Ralph Michael,16,1
Gus Lynch,7,1
Jasen Salvatore,36,1
Peter Mensah,21,1
Warren Parker,16,1
Damon Dash,10,1
Leon Rippy,4,1
Steve Doughton,12,1
Patsy Doyle,18,1
Mitch Baker,36,1
Richard Kay,24,1
Marga Lopez,2,1
Erika Marozsan,11,1
Sharat Chawla,75,1
L. Warren Young,16,1
Wladyslaw Kowalski,10,1
Émile Genest,14,1
Elisabeth Moss,6,1
Richard Foo,14,1
Emmauel Georges,32,1
Eve Amber,7,1
Michiel Huisman,10,1
Sim Evan-Jones,19,1
George Cisar,26,1
James Faulkner,6,1
Wendy Anderson,7,1
Ivan Berry,12,1
Florence Faure,11,1
Shawn Roberts,14,1
Winifred Harris,23,1
Jesse Santos,122,1
Robert Ben Garant,20,1
Paul Maxey,30,1
Veronique Muller,30,1
Michael Lonsdale,22,1
François Caron,55,1
Ba Yin Qi Qi Ge,11,1
Richard Bright,12,1
William Edmunds,11,1
Jack Plotnick,21,1
Heather McComb,7,1
Hiam Abbass,5,1
Eric Bruskotter,7,1
Beatrix Lehmann,12,1
Don Levy,33,1
William Benedict,18,1
John Carter,19,1
Geno Silva,47,1
Gerard Plunkett,1,1
Harry Everett Smith,22,1
Lee Brock,23,1
John Paul Lawler,9,1
Danielle O'Loughlin,45,1
Carlos Piñeiro,10,1
Rodolfo Lodi,41,1
Pat Orr,11,1
Eamonn Walker,9,1
Edward Cunningham,1,1
Patrícia Bull,6,1
Rebecca Mader,11,1
Stephen Gregor,1,1
Charles Schmitt,11,1
Sarah Rose Karr (II),33,1
Jane House,24,1
"George ""Shorty"" Chirello",110,1
Cully Symington,14,1
Lee Garlington,17,1
Don Carter,13,1
Lloyd White,26,1
Neil Summers,11,1
Michael Bertenshaw,51,1
Ashley-Nicole Sherman,29,1
Maurice Manson,20,1
Clifford Dunstan,12,1
Alexandra Heier,95,1
Kathy Griffin,7,1
Donald Cook,7,1
Stu Gilliam,13,1
Frankie Faison,17,1
Herbert Anderson,18,1
Joel Fabiani,10,1
Jack Ammon,11,1
Michelle Harrison,7,1
George Fawcett,24,1
Esther Kahn,6,1
Billy Barty,11,1
Warren Coleman,69,1
James DeForest Parker,53,1
Nae-sang Ahn,8,1
Marc Fayolle,4,1
Michal Tarkowski,5,1
Rosemarie Dexter#78825,14,1
Sam Okello,10,1
Reggie Nalder,9,1
Allison Munn,13,1
Damion Hall,23,1
Keiko Imamura,13,1
Benz Antoine,14,1
Terrence Evans,8,1
Sam Waterston,18,1
Joseph Cure,21,1
Creighton Hale,23,1
Robert Feist,36,1
Emily Corrie,1,1
Harry Lewis,50,1
James Scales,81,1
Igor Koumpan,14,1
David Bradley,33,1
Amy Lynn Rosenthal,46,1
Eily Malyon,26,1
Silu Seppälä,6,1
Kuroemon Onoe,6,1
Ed Wasser,20,1
Toby Metcalf,24,1
Adam Buxton,9,1
Kimberly Barnett,29,1
Alvin Lee,27,1
Harry Nelken,13,1
Nicholas Jasso,32,1
Ascanio Sharpe,35,1
Clyde Lewis,1,1
Kayne Di Pilato,7,1
Joseph Rye,7,1
Anna Maria Alberghetti,4,1
The Big Blue,103,1
Dave Ketchum,28,1
Peter Settelen,81,1
Lee Sellars,46,1
Jack LaRue,26,1
Emilia Fox,2,1
Lawrence Cook,16,1
Alan Napier,11,1
Khleo Thomas,6,1
Phil Arnold,13,1
Jacqui Pickering,19,1
Liu Chunyu,66,1
Giancinto Ferro,23,1
Horace Morgan,7,1
Jennifer Rouse,18,1
Affion Crockett,8,1
Tala Santos,13,1
Ion Antonescu,1,1
Gordon Jackson,23,1
John Brandon,13,1
Alex Sánchez,29,1
Jason Wingreen,8,1
Zoe Saldana,3,1
Ziggy Marley,7,1
Johnathon Schaech,4,1
Nesta Chapman,42,1
Claire Gershman,10,1
Georges Descrieres,7,1
Christopher Dahlberg,36,1
Frank Kranz,22,1
Joel Simon,80,1
Roberto Visconti,22,1
Jessie Bell,57,1
Jean-Claude Bercq,15,1
Tiffany Helm,17,1
Will Wright,27,1
Vanessa Rosenthal,32,1
Alex Rafalowicz,16,1
Kwok-Hung Lam,7,1
Joséphine Lebas-Joly,4,1
Ray Flores,41,1
Tom Clarke Hill,22,1
Harold Lang,16,1
Ken Sinclair,29,1
Christian Cage,9,1
Perc Launders,14,1
Milton Rosmer,8,1
Ian Gomez,6,1
John Zilly,33,1
Chantell D. Christopher,37,1
Tim Carlson,89,1
Philippe Spall,13,1
Bingoboys,13,1
Pi Douglas,7,1
Dick Nelson,75,1
Trevor Cooper,12,1
Edward Peil Sr.,46,1
Marcus Nyoni,1,1
Hilary Pingle,9,1
Marcia Ann Burrs,30,1
Adam Goldberg,19,1
Kenneth W. O'Brien,11,1
Scott Paulin,3,1
Liana Babluani,18,1
Maude Wallace,26,1
Harry Caesar,10,1
Giuliano Missirini,11,1
Mo Gaffney,8,1
Catherine Gault,52,1
Christine Baranski,18,1
Kristal Richards,34,1
Gloria Irizarry,26,1
Kirsty Shepheard,17,1
Gary Gray,13,1
Scott Coffey,3,1
Kate Trotter,10,1
Stockard Channing,6,1
Orfeh,33,1
Ruth Brennan,43,1
Sandy Ward,39,1
Hilda Plowright,36,1
Laure Killing,11,1
David Chandler,7,1
Gabriella Moreno,39,1
Maciej Stuhr,1,1
Lionel Belmore,40,1
Dean Jarrett,13,1
"Roland ""Bob"" Harris",36,1
Anne Brochet,3,1
Priscilla Bonner,8,1
Meaghan Jette Martin,5,1
Massimo Grirotti,12,1
Hussam Karim,73,1
Marie Laurin,28,1
Ed Begley,14,1
Edward Ingram,14,1
Nydia Westman,11,1
Blaire Baron,21,1
Kathrun Sheldon,32,1
Nadir Lalouni,80,1
Lila Kaye,6,1
Larry Linville,19,1
Susan Ketola,44,1
Kimora Lee Simmons,52,1
Stefanie MacGillivray,16,1
Randall Duk Kim,8,1
Constance Towers,1,1
Marta Eggerth,4,1
Malena Alterio,4,1
Ryan Kennedy,8,1
Ruth Valmy,23,1
Alice Greczyn,33,1
Branson Washburn,57,1
Peter Jeffrey,27,1
David Hedison,17,1
Greg Baker,11,1
Joseph Mell,12,1
Birger Malmsten,5,1
Antti Reini,14,1
Berend McKenzie,33,1
Jane Connelly,5,1
Avril Lavigne,11,1
Henry Skjaer,11,1
Laura Regan,9,1
Yash Chopra,21,1
Zolya Talma,13,1
Rebecca Broussard,15,1
George Anderson,21,1
Drew Hastings,8,1
Rachel Simon,7,1
Lauren Cohan,2,1
Smaran Ghosal,5,1
Fumihiko Tachiki,8,1
Carol Robb,18,1
Kernan Cripps,17,1
Michael D. Friedman,15,1
Michael Showalter,41,1
Cornelius Booth,8,1
Irving Selbst,19,1
Joshua Keaton,39,1
Nan Munro,18,1
Richard Howorth,8,1
Mike Apaletegui,5,1
Jess Barker,9,1
Paul Hampton,1,1
Jerry Schumacher,50,1
Terrance Christopher Jone...,36,1
Anna Faris,8,1
Andy Borowitz,21,1
Lolita Chakrabarti,12,1
Angie Ruiz,7,1
Jack Norton,30,1
Santiago Segura,8,1
James Best,4,1
Sid Winter,32,1
Daniella Farinacci,49,1
Howard Joslin,14,1
Tom Smothers,27,1
Tamara Tunie,32,1
Valentina Ricci,14,1
Ghita Nørby,3,1
Victor McGuire,16,1
Willard Robertson,8,1
Sam Troughton,43,1
Bertha Sånnell,14,1
Alan Reed Sr.,30,1
K. Smith,1,1
Teri benjamin,1,1
Bradley Cooper,1,1
Zero T. Poodle,36,1
Gza,19,1
Lisa Shaw,48,1
Lorrie Bess Crumley,16,1
Tim Daggett,16,1
Jack Cloonan,10,1
Liu Lianyuan,58,1
Jaroslav Jurichkanc,27,1
Maya Zapata,4,1
Jim MacLauren,7,1
Yvonne Landry,9,1
Josine van Dalsum,3,1
Timothy Dowling,32,1
Larry Joshua,7,1
Billöah Greene,5,1
Calvin Lockhart,9,1
William Tiller,19,1
Victor Macias,21,1
Monica Cabrera,18,1
Faye Emerson,3,1
Sally Kirkland,6,1
Bret Roberts,5,1
John Sharp,21,1
Michael Harney,4,1
Ves Häklo,38,1
Daniel Jiménez Cacho,3,1
Vikrum Shah,55,1
Mercedes Ortega,11,1
Lisa Ortiz,14,1
Lee Canalito,6,1
Max Minghella,25,1
Adam Cheng,3,1
Dora Romano,39,1
Geoffrey Hutchings,12,1
Simon Rex,15,1
Walter Lewis,10,1
Billy Chen,6,1
Sabi Dorr,64,1
Laura Peisley,15,1
Dylan McLaughlin,12,1
Norman Kaye,4,1
Frank Pellegrino,22,1
Tom Hardy,9,1
Philippe Vendan-Borin,14,1
Salli Richardson-Whitfiel...,4,1
David Coore,9,1
Dale Fuller,9,1
Arthur Dignam,10,1
Arthur Hill,19,1
Cage S. Johnson,28,1
Natacha Kucic,1,1
Mary Morasky,7,1
Amanda Tapping,4,1
Caryn Green,30,1
Ryan Hansen,7,1
Richard Rasof,6,1
Aries Spears,12,1
Annie Wanberg,31,1
Peer Martiny,11,1
Anne Nathan,22,1
Marisa Pavan,3,1
Rick Gomez,22,1
George Suzanne,35,1
Aaron Hall,22,1
Jon Lormer,9,1
Charles Condou,49,1
George Pembroke,38,1
Frank Farmer,21,1
John B. Destry,17,1
Göran Ragnerstam,3,1
Earl Hodgins,18,1
Lynn Cohen,12,1
Patrick McCullough,11,1
Mona Marshall,29,1
Klaus Munster,34,1
Sylvia Anderson,11,1
Juicy J,36,1
Lukas Behnken,10,1
James Marcus,11,1
Ellie Zellers,20,1
Larry Aten,2,1
Gene Gassel,1,1
Richard Kean,16,1
Elizabeth Marvel,8,1
Dave Cameron,69,1
Dick Van Patten,17,1
Darris Love,8,1
Justin Bradley,9,1
Jerry Bo Yu Chen,5,1
Daisy Previn,45,1
Nicholas Hewetson,23,1
David Sawyer,7,1
Bob Church,13,1
Tim Potter,17,1
Caeli MacAulay,20,1
Frank Kreig,13,1
Angelo DiLoreta,32,1
Eiji Inoue,24,1
Clay Woods,68,1
Stephen McNally,43,1
Shemekia Copeland,6,1
Blanca Lewin,1,1
Matt Frei,29,1
Jeremy Child,8,1
Stephen Keys,18,1
Rodrigo Santoro,8,1
Bary Stock,28,1
Dara Khy,38,1
Jerry Stiller,21,1
Amy Ciupak Lalonde,11,1
Lindsay Felton,18,1
Ian McShane,5,1
Adam LaVorgna,36,1
Ashley Whillans,22,1
Henry Nakamura,10,1
Pepito Pérez,52,1
Uesugi Moriko,11,1
Woo-sung Jung,4,1
Ran Yaniv,26,1
John Randolph,41,1
Mike Tyson,10,1
Irma St. Paule,21,1
Cassandra L. Small,22,1
Felecia Scissom,128,1
Rodolfo Lodi,18,1
Gary Bayer,11,1
Connor Stanhope,1,1
Baard Owe,11,1
Stew Albert,1,1
Margaret Bremner,35,1
Akira Nakao,4,1
John Dexter Steward Jr.,73,1
Tomatito,7,1
Dan Payne,1,1
Alice Garner,7,1
Carmen De Lavallade,12,1
Audrey Swanson,13,1
Nick Nichols,15,1
Oliver Phelps,48,1
Vincent Moscato,11,1
Luis Colina,9,1
Frank Tiefenbach,28,1
Boris Leskin,3,1
Bruce MacIntosh,16,1
Richard Edson,23,1
Fern Tailer,12,1
Ed Bakey,7,1
Dave Atkins,11,1
Gertrude Astor,15,1
Madeleine Christie,21,1
Dave Schryver,36,1
Ryunosuke Kamiki,10,1
Natalie Jackson Mendoza,2,1
James C. Morton,39,1
Téa Helfrich,21,1
Au Hin-wai,18,1
Odoardo Spadaro,4,1
Glynis Angell,6,1
Patrick Wilson,22,1
Niall Matter,1,1
Jack Shepherd,24,1
Carol Hatchett,74,1
Kevin Spacey,9,1
Hans Matheson,2,1
Sabiha Abdullah,118,1
Pilar Padilla,65,1
Claudia Martini,10,1
Joshua Jackson,9,1
Dan Aykroyd,5,1
Paula Garcés,9,1
Janelle Cambridge,13,1
Maida Severn,25,1
Laurent Imbault,25,1
Ocrtavia Verdin,61,1
Ronald W. Howard,29,1
Patricia Gage,16,1
Roger Aaron Brown,4,1
Martin Hewitt,8,1
Jason Robards Jr.,17,1
Mario Grillo,32,1
Orest Tkachyk,23,1
Chuck Montgomery,9,1
John S.D. Eisenhower,10,1
Kate Wormald,39,1
Ricky Gervais,7,1
Peter Pasco,25,1
John C. Line,26,1
Jen Sung Outerbridge,19,1
Araby Lockhart,20,1
Mario Cantone,7,1
Helen Lewis,30,1
Christina Lindley,21,1
William Redfield,10,1
Tim Fischer,11,1
Frank Hopf,75,1
Billy Boyd,5,1
Maddy Wilde,37,1
Angelina Peláez,6,1
Dakota Edwards,26,1
Diane Fleri,3,1
John Welsh,36,1
Omid Abtahi,5,1
Mike Cook,23,1
Billy Shebar,13,1
Alfred Tonkel,29,1
Fred 'Sonic' Smith,10,1
Pat Kilbane,18,1
Lars Passgård,4,1
Erica Jones,56,1
Peter van Eyck,9,1
Antonio Dechent,1,1
Pauline Turner,16,1
Barry Williams,25,1
Sammy Ortiz,43,1
Fernand Gravey,7,1
Matthias Habich,5,1
Miguel Angel Bonequi Truj...,44,1
Karina Bracken,33,1
Richard Healy,31,1
Janet Wood,33,1
Gigi Perreau,38,1
Ray Hyke,14,1
Kay McClelland,11,1
Hisayoshi Hirayama,1,1
Susan Blakeslee,10,1
Damien Escobar,34,1
Cecilia Cheung,6,1
John Judd,84,1
Louis Johnson,22,1
Mike Zwerin,52,1
Julie Bishop,5,1
Michael Brandon,1,1
Birgitte Federspiel,7,1
Don Murphy,10,1
Jerry Douglas,8,1
Kevin Drinkwater,13,1
Joycelyne Lew,35,1
Brent Glenen,8,1
Yevgeny Tilicheev,8,1
Sarah Livingston Evans,13,1
Michael Roselli,1,1
Denis Berkfeldt,13,1
Pamela Segall,51,1
James Babson,15,1
Lee Hoon,22,1
Evelyn Kaye,78,1
Anthony Brown,10,1
Matt Champagne,9,1
Arthur Sullivan,34,1
Hiroshi Unayama,13,1
Matthew Dyktynski,3,1
Steve Carell,2,1
Tony Cetera,3,1
Dan Thiel,11,1
Milhem Cortaz,2,1
Tony Vasquez,35,1
Fatma Ceylan,4,1
Hooper Atchley,12,1
Ben Cross,8,1
Jon Polito,32,1
Charlie Stavola,32,1
Patti Allan,20,1
Kazuya Kimura,7,1
Joanitta B. Wandera,27,1
Akihiro Tomikawa,1,1
Arnaud Chevrier,38,1
Jun Kunimura,3,1
Jason Barry,1,1
Julie Durand,4,1
Richard Venture,44,1
Fernando Guillén Cuervo,23,1
Domenick Lombardozzi,26,1
Leslie Kendall,17,1
Lazy Lester,25,1
Roland Monod,28,1
Liam James,19,1
Tom Hickey,7,1
Marion Dougherty,56,1
Josh Kornbluth,27,1
Jack Justice Brown,78,1
Renaud Séchan,8,1
Howard Culver,23,1
Valorie Massalas,17,1
Amy Lavere,15,1
Norman Lumsden,21,1
Rossie Harris,3,1
Lau Shun,3,1
Sean Sullivan,32,1
Matthew Hamel,112,1
Britt Norton,21,1
Jirí Lábus,6,1
Kevin Heffernan,18,1
Marcia Bennett,11,1
Tommy Lasorda,9,1
Bill Cobbs,17,1
Claire Fedoruk,53,1
Yuki Kawanishi,132,1
Jack Chapin,18,1
Nick Gill,17,1
Thomas F. Duffy,18,1
Stephen Samudovsk,34,1
Norman Willis,48,1
Aron Tager,16,1
Noble Willingham,19,1
Ayub Khan Din,4,1
David Sosna,49,1
Patty King,7,1
Beverly Bonner,8,1
Donna Milburn,31,1
Fionnola Flanagan,32,1
Jean-Pierre Léaud,2,1
Drew Shadrick,75,1
Loretta Andrews,44,1
Stephen Moore,45,1
Andrea Martin,30,1
Redman Maxfield,13,1
Zakhele Mabaso,84,1
Matt Walsh,30,1
Nobuo Nakamura,18,1
Marc Levy,26,1
Monica White,35,1
F. William Parker,30,1
Sara Ricci,27,1
Duncan Lamont,7,1
Bob Geldof,3,1
Bobby Prochaska,85,1
David La Haye,5,1
Jean-Pierre Surmonne,117,1
Helen Brown,20,1
Mimi Lieber,6,1
Henri Poirier,14,1
Ian Bliss,22,1
Aleta Helena Chappelle,22,1
Lorilynn Failor,21,1
Will Estes,1,1
Judith Lowry,29,1
Margaret Early,5,1
General Bergeret,1,1
Howard Jerome,1,1
Vera Miles,122,1
Hunter von Leer,37,1
Harold Courchene,30,1
Pertti Sveholm,19,1
Arnold Zarom,25,1
Michael McGhee,8,1
Jenna Fischer,5,1
Claude Wilson,20,1
Jim Shepard,15,1
Luce Garcia-Ville,7,1
Neil Flanagan,8,1
Elisabeth Sand,13,1
Hughie Mack,10,1
Romi Dias,16,1
Robert Taylor,11,1
Sergio Calderón,17,1
Allen Matthews,42,1
Bert Salzman,22,1
Barbara Tarbuck,31,1
Roger Creed,41,1
David Mendenhall,1,1
Angela Curran,34,1
Diane D'Aquila,18,1
Fernando Guillen-Cuervo,14,1
Stilyan Mavrov,49,1
Paul Bacon,10,1
Lex Lang,42,1
Pinaki San Gupta,6,1
Chris Cleveland,45,1
Dean Norris,25,1
Boubker Ait El Caid,8,1
Marilyn Monroe,15,1
Xavier Berlioz,38,1
Kitty Bradbury,6,1
Jim Corey,20,1
Colin Angle,28,1
Michael Kostrick,100,1
Clyde Cook,9,1
Jeff Shelton,75,1
Évelyn Regimbald,11,1
Thomas Hoffman,17,1
Shawn Hatosy,19,1
Anita Tsoitsi,37,1
Sharlit Deyzac,9,1
Liam Redmond,9,1
Jürgen Tonkel,8,1
Wally Campo,13,1
Gregg Barton,22,1
Roger Michelson,19,1
Arnold Stang,11,1
Sharaud Moore,38,1
James M. Langan,1,1
Gil Christner,36,1
Stephan Enquist,6,1
Huang Cheng Li,4,1
Akira Ishihama,2,1
Andre Berley,6,1
Katsuya Nishikawa,1,1
Carl Reindel,139,1
Sam Malkin,10,1
Ralph Meeker,4,1
Dandy Warhols,6,1
Victoria Jackson,14,1
Teri Garr,9,1
Monique Curnen,16,1
Charlotte Maury-Sentier,56,1
Sophie Thursfield,4,1
Christina Orjalo,47,1
Aitana Sánchez-Gijón,3,1
Jane Jenkins,22,1
Shaheem Reid,94,1
Kelly Stewart,91,1
Tanya Lopert,21,1
Diane Manzo,37,1
Geli Albaladejo,11,1
Cristina Lilley,9,1
Jay York,27,1
Elenore Hirt,10,1
Edgar Mitchell,5,1
Carlos Romano,51,1
Montagu Love,13,1
Ken Mitsuda,12,1
Konsta Makela,24,1
Ben Whishaw,2,1
Mary McLeod Bethune,23,1
Rick Zieff,18,1
Andrei Abrikosov,3,1
Ronnie Dapo,150,1
Paul Chen,50,1
Nate Torrence,12,1
Eva Paradiso,21,1
Georges Foundas,5,1
Neil Dickson,48,1
Bruce McFee,26,1
Anne Alvaro,18,1
Mohammed Ashiq,24,1
Stuart Anthony,26,1
Samantha Jones,6,1
Ajay Naidu,8,1
Garry Waddell,13,1
Ken Jeong,30,1
Kristin Davis,7,1
Alan Napier,6,1
Brad Crosby,55,1
Thomas Smackola Chapman,7,1
Millicent Martin,8,1
Francis Magee,22,1
Lloyd Scher,17,1
Willi Schultes,11,1
Guy Kingsford,18,1
Dominique Labourier,1,1
Hélène Cardona,43,1
Hugh Rathbone,19,1
John Paxton,21,1
Reggie,42,1
Vida Guerra,10,1
Corey Allen,14,1
Norm Compton,12,1
Regis Toomey,6,1
Dirk Roofthooft,18,1
Christina Ntsomi,65,1
Elyssa Marshall,48,1
Silvia Nanni,48,1
Walter Clinton,30,1
Francisco José Gómez Rome...,31,1
Lawrence Pressman,17,1
Oscar Campisi,58,1
Scott Beach,2,1
Jin Wang,20,1
Susan Schelling,43,1
Patrick Lilley,47,1
Mia Maestro,22,1
Justine Arlin,13,1
Boyd Banks,16,1
Elliott Sullivan,19,1
Daytona Borders,55,1
Irene Marot,16,1
Otto Yamaoka,1,1
Takashi Tsukamoto,13,1
Mal Whiteley,12,1
Dick Botiller,22,1
Yehudi Menuhin,37,1
Sophie Nyweide,8,1
Kusuo Abe,19,1
Wyndham Standing,34,1
John Farrell MacDonald,13,1
Tania Popa,8,1
Sarala,4,1
Ava Fabian,30,1
Jack Perkins,25,1
Francis Powers,12,1
Curt Bisquera,45,1
Martine Van Hamel,25,1
Hot Tub Johnny West,65,1
Jon Treen,29,1
Rufus Wainwright,15,1
Paul Sparks,16,1
Robert Chytil,14,1
Ricky Jay,7,1
E.J. Holowicki,34,1
Pamelyn Ferdin,11,1
